z,n,symbol,idx,energy_shift,energy,unc_e,ripl_shift,jp,jp_order,half_life,operator_hl,unc_hl,unit_hl,half_life_sec,unc_hl,decay_1,decay_1_%,unc_1,decay_2,decay_2_%,unc_2,decay_3,decay_3_%,unc_3,isospin,magnetic_dipole,unc_mn,electric_quadrupole,unc_eq,ENSDF_publication_cut-off,ENSDF_authors,Extraction_date
81,126,Tl,0,,0,,,1/2+,1,4.77,,3,m,286.2,1.8,B-,100,,,,,,,,,1.869,0.005,,,1-Aug-2010,F.G. KONDEV and  S. LALKOVSKI,2025-10-17
81,126,Tl,1,,351.06,0.05,,3/2+,1,30,,7,ps,0.00000000003,0.000000000007,,,,,,,,,,,,,,,1-Aug-2010,F.G. KONDEV and  S. LALKOVSKI,2025-10-17
81,126,Tl,2,,1348.18,0.16,,11/2-,1,1.33,,11,s,1.33,0.11,IT,100,,,,,,,,,,,,,1-Aug-2010,F.G. KONDEV and  S. LALKOVSKI,2025-10-17
81,126,Tl,3,,1682.58,0.19,,5/2+,1,,,,,,,,,,,,,,,,,,,,,1-Aug-2010,F.G. KONDEV and  S. LALKOVSKI,2025-10-17
81,126,Tl,4,,2675.69,0.24,,(5/2+),1,,,,,,,,,,,,,,,,,,,,,1-Aug-2010,F.G. KONDEV and  S. LALKOVSKI,2025-10-17
81,126,Tl,5,,2708.92,0.25,,,,,,,,,,,,,,,,,,,,,,,,1-Aug-2010,F.G. KONDEV and  S. LALKOVSKI,2025-10-17
81,126,Tl,6,,2911.83,0.23,,(7/2- 9/2),1,,,,,,,,,,,,,,,,,,,,,1-Aug-2010,F.G. KONDEV and  S. LALKOVSKI,2025-10-17
81,126,Tl,7,,2985.23,0.23,,(9/2)+,1,,,,,,,,,,,,,,,,,,,,,1-Aug-2010,F.G. KONDEV and  S. LALKOVSKI,2025-10-17
81,126,Tl,8,,3104.43,0.23,,(9/2)+,2,,,,,,,,,,,,,,,,,,,,,1-Aug-2010,F.G. KONDEV and  S. LALKOVSKI,2025-10-17
81,126,Tl,9,,3143.1,0.4,,(7/2- 9/2 11/2),1,,,,,,,,,,,,,,,,,,,,,1-Aug-2010,F.G. KONDEV and  S. LALKOVSKI,2025-10-17
81,126,Tl,10,,3210,5,,,,,,,,,,,,,,,,,,,,,,,,1-Aug-2010,F.G. KONDEV and  S. LALKOVSKI,2025-10-17
81,126,Tl,11,,3272.56,0.24,,(7/2 9/2+),1,,,,,,,,,,,,,,,,,,,,,1-Aug-2010,F.G. KONDEV and  S. LALKOVSKI,2025-10-17
81,126,Tl,12,,3295.5,0.3,,(7/2- 9/2),2,,,,,,,,,,,,,,,,,,,,,1-Aug-2010,F.G. KONDEV and  S. LALKOVSKI,2025-10-17
81,126,Tl,13,,3336.03,0.23,,(7/2- 9/2),3,,,,,,,,,,,,,,,,,,,,,1-Aug-2010,F.G. KONDEV and  S. LALKOVSKI,2025-10-17
81,126,Tl,14,,3357.7,0.4,,(7/2- 9/2 11/2),2,,,,,,,,,,,,,,,,,,,,,1-Aug-2010,F.G. KONDEV and  S. LALKOVSKI,2025-10-17
81,126,Tl,15,,3474,6,,7/2+,1,,,,,,,,,,,,,,,,,,,,,1-Aug-2010,F.G. KONDEV and  S. LALKOVSKI,2025-10-17
81,126,Tl,16,,3558,6,,,,,,,,,,,,,,,,,,,,,,,,1-Aug-2010,F.G. KONDEV and  S. LALKOVSKI,2025-10-17
81,126,Tl,17,,3591.9,0.3,,(7/2 9/2+),2,,,,,,,,,,,,,,,,,,,,,1-Aug-2010,F.G. KONDEV and  S. LALKOVSKI,2025-10-17
81,126,Tl,18,,3791,6,,,,,,,,,,,,,,,,,,,,,,,,1-Aug-2010,F.G. KONDEV and  S. LALKOVSKI,2025-10-17
81,126,Tl,19,,3813.09,0.19,,,,,,,,,,,,,,,,,,,,,,,,1-Aug-2010,F.G. KONDEV and  S. LALKOVSKI,2025-10-17
81,126,Tl,20,,3856,6,,,,,,,,,,,,,,,,,,,,,,,,1-Aug-2010,F.G. KONDEV and  S. LALKOVSKI,2025-10-17
81,126,Tl,21,,3904,6,,,,,,,,,,,,,,,,,,,,,,,,1-Aug-2010,F.G. KONDEV and  S. LALKOVSKI,2025-10-17
81,126,Tl,22,,3958,6,,,,,,,,,,,,,,,,,,,,,,,,1-Aug-2010,F.G. KONDEV and  S. LALKOVSKI,2025-10-17
81,126,Tl,23,,3987,5,,7/2+ 9/2+,1,,,,,,,,,,,,,,,,,,,,,1-Aug-2010,F.G. KONDEV and  S. LALKOVSKI,2025-10-17
81,126,Tl,24,,4078,6,,,,,,,,,,,,,,,,,,,,,,,,1-Aug-2010,F.G. KONDEV and  S. LALKOVSKI,2025-10-17
81,126,Tl,25,,4103,5,,,,,,,,,,,,,,,,,,,,,,,,1-Aug-2010,F.G. KONDEV and  S. LALKOVSKI,2025-10-17
81,126,Tl,26,,4289,,,(5/2+),2,,,,,,,,,,,,,,,,,,,,,1-Aug-2010,F.G. KONDEV and  S. LALKOVSKI,2025-10-17
81,126,Tl,27,,4293,0.3,,,,,,,,,,,,,,,,,,,,,,,,1-Aug-2010,F.G. KONDEV and  S. LALKOVSKI,2025-10-17
81,126,Tl,28,,4337,10,,1/2+,2,,,,,,,,,,,,,,,,,,,,,1-Aug-2010,F.G. KONDEV and  S. LALKOVSKI,2025-10-17
