z,n,symbol,idx,energy_shift,energy,unc_e,ripl_shift,jp,jp_order,half_life,operator_hl,unc_hl,unit_hl,half_life_sec,unc_hl,decay_1,decay_1_%,unc_1,decay_2,decay_2_%,unc_2,decay_3,decay_3_%,unc_3,isospin,magnetic_dipole,unc_mn,electric_quadrupole,unc_eq,ENSDF_publication_cut-off,ENSDF_authors,Extraction_date
90,137,Th,0,,0,,,(1/2+),1,18.697,,7,d,1615420.8,604.8,A,100,,,,,,,,,,,,,15-Jan-2016,ICTP-2014 Workshop Group,2025-10-17
90,137,Th,1,,9.3,0.03,,(5/2+),1,,,,,,,,,,,,,,,,,,,,,15-Jan-2016,ICTP-2014 Workshop Group,2025-10-17
90,137,Th,2,,24.38,0.03,,(3/2+),1,,,,,,,,,,,,,,,,,,,,,15-Jan-2016,ICTP-2014 Workshop Group,2025-10-17
90,137,Th,3,,37.863,0.025,,(3/2-),1,,,,,,,,,,,,,,,,,,,,,15-Jan-2016,ICTP-2014 Workshop Group,2025-10-17
90,137,Th,4,,73.67,0.04,,(7/2-),1,,,,,,,,,,,,,,,,,,,,,15-Jan-2016,ICTP-2014 Workshop Group,2025-10-17
90,137,Th,5,,76.23,0.04,,(9/2+),1,,,,,,,,,,,,,,,,,,,,,15-Jan-2016,ICTP-2014 Workshop Group,2025-10-17
90,137,Th,6,,77.63,0.03,,(3/2+),2,,,,,,,,,,,,,,,,,,,,,15-Jan-2016,ICTP-2014 Workshop Group,2025-10-17
90,137,Th,7,,86.82,0.07,,,,,,,,,,,,,,,,,,,,,,,,15-Jan-2016,ICTP-2014 Workshop Group,2025-10-17
90,137,Th,8,,99.18,0.03,,(3/2+ 5/2+),1,,,,,,,,,,,,,,,,,,,,,15-Jan-2016,ICTP-2014 Workshop Group,2025-10-17
90,137,Th,9,,127.3,0.04,,(3/2+ 5/2+),2,,,,,,,,,,,,,,,,,,,,,15-Jan-2016,ICTP-2014 Workshop Group,2025-10-17
90,137,Th,10,,149.99,0.18,,(5/2-),1,,,,,,,,,,,,,,,,,,,,,15-Jan-2016,ICTP-2014 Workshop Group,2025-10-17
