z,n,symbol,start_level_idx,start_level_energy,unc_sle,start_level_jp,end_level_idx,end_level_energy,unc_ele,end_level_jp,gamma_idx,energy,unc_en,relative_intensity,unc_ri,multipolarity,mixing_ratio,unc_mr,b_e1,unc_be1,b_e2,unc_be2,b_m1,unc_bm1,b_m2,unc_bm2,tot_conv_coeff,tce_unc,ensdf_publication_cut-off,ensdf_authors,Extraction_date
88,140,Ra,1,63.823,0.02,2+,0,0,,0+,0,63.83,0.02,100,,E2,,,,,142,,,,,,80.3,1.2,31-Dec-2012,KHALIFEH ABUSALEEM,2025-10-17
88,140,Ra,2,204.702,0.022,4+,1,63.823,0.02,2+,0,140.88,0.01,100,,E2,,,,,207,,,,,,2.26,0.04,31-Dec-2012,KHALIFEH ABUSALEEM,2025-10-17
88,140,Ra,3,411.69,0.05,(6+),2,204.702,0.022,4+,0,206.97,0.04,100,,[E2],,,,,,,,,,,0.517,,31-Dec-2012,KHALIFEH ABUSALEEM,2025-10-17
88,140,Ra,4,474.18,0.04,1-,1,63.823,0.02,2+,0,410.4,0.06,82,4,E1,,,0.00015,,,,,,,,0.0177,,31-Dec-2012,KHALIFEH ABUSALEEM,2025-10-17
88,140,Ra,4,474.18,0.04,1-,0,0,,0+,1,474,0.1,100,19,[E1],,,0.00012,,,,,,,,0.0133,,31-Dec-2012,KHALIFEH ABUSALEEM,2025-10-17
88,140,Ra,5,537.5,0.04,3-,2,204.702,0.022,4+,0,332.91,0.05,25.1,1.6,E1,,,0.00015,,,,,,,,0.0279,,31-Dec-2012,KHALIFEH ABUSALEEM,2025-10-17
88,140,Ra,5,537.5,0.04,3-,1,63.823,0.02,2+,1,473.7,0.1,100,11,[E1],,,0.00022,,,,,,,,0.0133,,31-Dec-2012,KHALIFEH ABUSALEEM,2025-10-17
88,140,Ra,6,655.98,0.05,(5-),3,411.69,0.05,(6+),0,244.4,0.1,4.8,1.1,[E1],,,,,,,,,,,0.0567,,31-Dec-2012,KHALIFEH ABUSALEEM,2025-10-17
88,140,Ra,6,655.98,0.05,(5-),2,204.702,0.022,4+,1,451.2,0.06,100,5,[E1],,,,,,,,,,,0.0147,,31-Dec-2012,KHALIFEH ABUSALEEM,2025-10-17
88,140,Ra,7,674.29,0.11,(8+),3,411.69,0.05,(6+),0,262.6,0.1,100,13,(E2),,,,,,,,,,,0.231,,31-Dec-2012,KHALIFEH ABUSALEEM,2025-10-17
